"","id","s_g3","r_g3","m_g3","s_g5","r_g5","m_g5","s_g8","r_g8","m_g8","st_g3","rt_g3","mt_g3","st_g5","rt_g5","mt_g5","st_g8","rt_g8","mt_g8"
"1832",18841,63.97,127.84,109.77,82.13,137.25,123.59,NA,NA,NA,0.225,1.375,1.489,1.374,1.159,1.291,NA,NA,NA
"1833",18851,39.35,90.26,73.06,47.62,105.38,96.95,69.05,142.18,124.67,-0.777,0.832,0.841,-0.434,0.755,0.944,0.156,0.951,1.104
"1834",18856,53.53,106.76,88.05,48.37,147.06,122.21,68.48,168.6,140.88,-0.171,1.08,1.115,-0.451,1.23,1.336,0.133,1.228,1.378
"1835",18878,62.79,149.62,124.11,81.52,170.96,151.3,95.91,203.45,164.82,0.196,1.612,1.728,1.356,1.592,1.842,1.487,1.953,1.957
"1836",18902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1837",18941,65.04,155.6,138.42,NA,NA,NA,NA,NA,NA,0.324,1.68,2.052,NA,NA,NA,NA,NA,NA
"1838",18943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839",18948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840",18949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841",18966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1842",18977,53.27,129.4,98.28,NA,NA,NA,NA,NA,NA,-0.223,1.358,1.307,NA,NA,NA,NA,NA,NA
"1843",18990,57.54,114.41,97,60.39,152.64,128.03,95.67,179.07,148.24,0.007,1.197,1.281,0.188,1.341,1.419,1.47,1.363,1.518
"1844",18992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845",19026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846",19030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847",19031,60.45,180.83,129.15,NA,NA,NA,98.92,198.93,168.99,0.119,2.032,1.841,NA,NA,NA,1.719,1.769,2.18
"1848",19037,56.17,170.72,100.98,72.59,167.53,130.85,93.32,196.03,154.97,-0.063,1.892,1.337,0.845,1.545,1.501,1.314,1.682,1.663
"1849",19041,53.88,138.27,89.05,NA,NA,NA,NA,NA,NA,-0.176,1.395,1.157,NA,NA,NA,NA,NA,NA
"1850",19045,68.7,157.32,105.53,NA,NA,NA,NA,NA,NA,0.438,1.658,1.419,NA,NA,NA,NA,NA,NA
"1851",19050,39.7,131.12,134.4,66.75,165.59,151.29,87.55,179.09,160.11,-0.711,1.362,1.971,0.516,1.438,1.966,0.983,1.364,1.797
"1852",19053,75.37,177.32,146.76,NA,NA,NA,NA,NA,NA,0.65,1.959,2.206,NA,NA,NA,NA,NA,NA
"1853",19056,68.68,146.49,110.23,NA,NA,NA,NA,NA,NA,0.406,1.582,1.522,NA,NA,NA,NA,NA,NA
"1854",19070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855",19074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856",19079,88.93,169.26,131.06,83.67,197.22,159.52,102.65,208.44,170.77,1.327,1.906,1.869,1.508,2.097,2.141,2.083,2.338,2.337
"1857",19080,82.59,168.44,148.29,93.84,190.17,167.32,106.76,200.89,172.2,1.021,1.884,2.294,2.127,1.852,2.477,2.713,1.839,2.545
"1858",19087,67.12,147.58,107.45,76.68,166.99,142.59,93.93,199.19,166.57,0.326,1.511,1.462,1.031,1.523,1.698,1.353,1.777,2.036
"1859",19118,59.64,145.98,112.96,79.53,183.88,159.33,NA,NA,NA,0.059,1.533,1.529,1.288,1.796,2.165,NA,NA,NA
"1860",19121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861",19126,36.85,125.38,95.17,48.5,131.11,115.83,73.99,176.01,125.52,-0.882,1.222,1.26,-0.44,1.108,1.179,0.357,1.321,1.118
"1862",19130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863",19150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864",19157,NA,NA,NA,NA,NA,NA,103.42,181.08,147.58,NA,NA,NA,NA,NA,NA,2.174,1.392,1.504
"1865",19170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1866",19172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867",19175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1868",19196,26.72,92.77,106.79,NA,NA,NA,NA,NA,NA,-1.44,0.857,1.475,NA,NA,NA,NA,NA,NA
"1869",19203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1870",19205,35.84,104.73,99.58,NA,NA,NA,NA,NA,NA,-0.959,1.01,1.304,NA,NA,NA,NA,NA,NA
"1871",19216,NA,NA,NA,87.02,179.22,138.1,86.54,167.74,145.07,NA,NA,NA,1.599,1.604,1.594,0.931,1.217,1.456
"1872",19221,66.87,153.97,64.48,81.35,159.3,106.67,100.14,206.55,137.87,0.339,1.64,0.677,1.325,1.369,1.033,1.826,2.149,1.324
"1873",19226,54.07,105.93,62.66,62.59,126.24,84.9,82.94,163.46,123.75,-0.139,1.051,0.616,0.275,1.014,0.708,0.753,1.168,1.09
"1874",19230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1875",19232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1876",19250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877",19263,55.19,162.74,130.44,NA,NA,NA,98.74,204.65,155.57,-0.082,1.619,1.845,NA,NA,NA,1.704,2.019,1.677
"1878",19269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1879",19270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1880",19292,66.89,140.25,74.45,72.31,154.71,86.36,88.24,175.83,127.51,0.337,1.485,0.877,0.837,1.325,0.734,1.02,1.319,1.15
"1881",19299,69.72,147.09,131.39,74.9,181.47,150.04,100.37,188.36,160.55,0.482,1.494,1.925,0.929,1.741,1.919,1.847,1.512,1.81
"1882",19330,50.96,129.16,105.32,72.67,163.13,142.89,86.03,190.93,148,-0.262,1.389,1.433,0.814,1.425,1.73,0.905,1.562,1.513
"1883",19348,40.9,113.1,91.92,59.44,146.91,126.39,84.46,163.78,128.71,-0.674,1.187,1.216,0.113,1.215,1.343,0.827,1.172,1.169
"1884",19351,44.46,89.12,63.41,NA,NA,NA,NA,NA,NA,-0.524,0.812,0.637,NA,NA,NA,NA,NA,NA
"1885",19359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886",19375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1887",19388,84.19,191.98,137.86,84.51,199.03,150.78,104.14,207.27,167.51,1.142,2.339,1.959,1.612,2.271,1.944,2.269,2.211,2.086
"1888",19396,82.95,179.58,142.02,93.24,188.98,144.56,102.14,202.69,169.72,1.076,2.041,2.131,2.167,1.833,1.809,2.026,1.916,2.236
"1889",19398,65.83,152.97,123.91,76.4,161.91,144.69,99.83,201.16,169.01,0.316,1.586,1.794,1.031,1.416,1.808,1.798,1.85,2.181
"1890",19401,48.01,121.95,113.4,60,143.75,140.09,100.86,185.08,171.39,-0.4,1.216,1.556,0.179,1.185,1.634,1.894,1.455,2.413
"1891",19404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1892",19420,59.1,159.15,110.81,78.6,166.46,146.7,94.41,196.88,143.49,0.03,1.676,1.507,1.218,1.537,1.847,1.384,1.706,1.426
"1893",19423,45.37,105.23,124.86,59.95,147.67,136.12,91.85,175.63,158.51,-0.484,1.011,1.807,0.13,1.242,1.566,1.224,1.316,1.752
"1894",19436,57.52,113.19,55.97,69.67,145.02,107.59,NA,NA,NA,-0.004,1.162,0.433,0.674,1.177,1.048,NA,NA,NA
"1895",19440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1896",19449,64.64,145.13,106.51,NA,NA,NA,NA,NA,NA,0.237,1.556,1.461,NA,NA,NA,NA,NA,NA
"1897",19456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898",19459,84.76,147.17,126.24,NA,NA,NA,NA,NA,NA,1.115,1.552,1.772,NA,NA,NA,NA,NA,NA
"1899",19460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1900",19472,47.98,78.64,82.62,NA,NA,NA,NA,NA,NA,-0.393,0.584,1.036,NA,NA,NA,NA,NA,NA
"1901",19508,47.84,150.58,99.41,NA,NA,NA,NA,NA,NA,-0.376,1.575,1.322,NA,NA,NA,NA,NA,NA
"1902",19516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903",19520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1904",19540,30.42,55.49,40.9,NA,NA,NA,NA,NA,NA,-1.32,-0.002,-0.119,NA,NA,NA,NA,NA,NA
"1905",19552,61.82,119.27,116.37,70.83,145.41,132.54,95.34,170.7,158.97,0.188,1.218,1.595,0.777,1.215,1.561,1.447,1.253,1.764
"1906",19557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1907",19561,52.89,147.78,113.34,84.31,168.46,137.32,91.16,167.1,160.35,-0.18,1.552,1.541,1.443,1.593,1.658,1.183,1.21,1.803
"1908",19565,79.14,171.9,156.92,NA,NA,NA,104.97,205.56,161.03,0.92,1.962,2.489,NA,NA,NA,2.389,2.076,1.824
"1909",19568,53.13,138.72,110.18,67.56,162.86,136.46,90.75,161.93,154.54,-0.188,1.47,1.532,0.58,1.42,1.62,1.159,1.151,1.653
"1910",19573,61.06,143.46,109,70.74,182.04,130.59,97.96,193.16,149.66,0.141,1.516,1.497,0.702,1.767,1.48,1.641,1.611,1.546
"1911",19575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1912",19590,32.87,58.38,69.05,NA,NA,NA,75.22,155.14,127.81,-1.066,0.099,0.776,NA,NA,NA,0.409,1.079,1.155
"1913",19604,21.36,106.16,75.18,62.25,144.14,106.18,76.15,172.64,134.19,-1.893,1.05,0.91,0.263,1.167,1.139,0.448,1.278,1.26
"1914",19606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1915",19616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1916",19623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917",19639,53.2,125.6,110.12,67.67,162.03,152.18,92.66,156.56,155.27,-0.178,1.271,1.51,0.591,1.382,1.971,1.273,1.093,1.67
"1918",19652,72.16,161.91,101.41,80.28,181.66,140.31,103.12,199.34,159.45,0.567,1.703,1.339,1.312,1.759,1.652,2.138,1.782,1.778
"1919",19675,52.21,145.92,101.57,70.34,192.58,134.81,93.29,186.69,153.22,-0.21,1.559,1.364,0.725,1.93,1.532,1.312,1.482,1.623
"1920",19678,45.86,147.9,91.64,NA,NA,NA,NA,NA,NA,-0.448,1.578,1.226,NA,NA,NA,NA,NA,NA
"1921",19687,66.41,167.35,109.08,85.15,180.48,137.85,103.05,197.96,166.55,0.372,1.843,1.481,1.593,1.684,1.588,2.13,1.738,2.035
"1922",19689,67.7,166.64,124.86,NA,NA,NA,NA,NA,NA,0.399,1.814,1.757,NA,NA,NA,NA,NA,NA
"1923",19692,30.45,88.38,55.12,NA,NA,NA,NA,NA,NA,-1.198,0.802,0.408,NA,NA,NA,NA,NA,NA
"1924",19709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1925",19719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1926",19721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927",19729,58.98,156.13,134.44,NA,NA,NA,NA,NA,NA,0.042,1.685,1.957,NA,NA,NA,NA,NA,NA
"1928",19731,45.53,105.97,107.35,52.72,131.93,122.31,75.45,163.89,146.98,-0.503,1.117,1.446,-0.224,1.047,1.353,0.418,1.173,1.492
"1929",19737,70.33,162.11,146.92,88.01,168.89,160.16,88.01,183.22,167.24,0.452,1.772,2.275,1.803,1.521,2.207,1.008,1.425,2.071
"1930",19752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1931",19754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1932",19758,92.08,166.97,141.81,96.71,191.41,159.64,105.97,208.44,169.3,1.522,1.791,2.129,2.507,1.993,2.163,2.556,2.338,2.202
"1933",19767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1934",19800,31.17,89.6,78.96,46.54,128.32,103.35,50.28,145.08,117.66,-1.168,0.814,0.991,-0.541,1.064,1.04,-0.571,0.979,0.996
"1935",19807,26.87,82.82,55.97,41.08,95.5,64.88,NA,NA,NA,-1.431,0.699,0.436,-0.811,0.637,0.405,NA,NA,NA
"1936",19830,58.53,126.98,109.08,69.61,105.67,118.75,NA,NA,NA,0.027,1.401,1.497,0.646,0.766,1.26,NA,NA,NA
"1937",19835,47.02,113.29,78.95,60.3,146.83,105.87,66.35,144.91,115.93,-0.425,1.194,0.988,0.197,1.221,1.016,0.05,0.977,0.97
"1938",19843,46.66,116.33,103.54,63.25,143.94,119.82,96.08,174.71,154.65,-0.445,1.193,1.379,0.327,1.168,1.292,1.499,1.304,1.655
"1939",19848,50.13,149.06,102.69,70.62,179.82,130.45,78.02,198.65,160.04,-0.305,1.555,1.375,0.664,1.662,1.481,0.529,1.759,1.795
"1940",19853,56.51,125.2,91.77,63.37,149.68,118.14,NA,NA,NA,-0.053,1.221,1.214,0.347,1.253,1.244,NA,NA,NA
"1941",19871,61,147.23,130.08,72.79,166.17,136.25,100.35,190.42,151.06,0.137,1.543,1.881,0.867,1.502,1.632,1.846,1.552,1.576
"1942",19872,39.07,133.08,104.68,NA,NA,NA,NA,NA,NA,-0.785,1.373,1.418,NA,NA,NA,NA,NA,NA
"1943",19905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1944",19914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1945",19919,67.85,186.59,143,90.12,195.03,150.4,102,203.25,168.85,0.412,2.165,2.15,1.946,2.046,1.924,2.01,1.943,2.17
"1946",19930,58.08,132.09,84.62,74.34,167.77,141.89,NA,NA,NA,0.027,1.405,1.056,0.872,1.492,1.698,NA,NA,NA
"1947",19932,56.98,149.4,99.01,NA,NA,NA,NA,NA,NA,-0.038,1.602,1.297,NA,NA,NA,NA,NA,NA
"1948",19934,80.4,146.3,134.14,92.68,148.82,158.66,95.78,180.05,161.25,0.934,1.547,1.982,2.149,1.275,2.12,1.478,1.377,1.831
"1949",19936,42.09,115.63,78.51,53.13,125.9,109.53,79.5,133.92,105.18,-0.639,1.208,0.985,-0.223,1.012,1.082,0.595,0.874,0.816
"1950",19938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1951",19939,64.08,155.21,108.4,61.22,161.08,128.62,90.02,181.75,154.14,0.301,1.686,1.48,0.18,1.413,1.449,1.118,1.403,1.643
"1952",19947,56.86,138.84,89.82,66.26,146.59,124.29,90.31,163.2,154.54,-0.034,1.455,1.201,0.506,1.203,1.293,1.134,1.165,1.653
"1953",19971,45.2,130.5,91.53,62.06,161.96,121.2,NA,NA,NA,-0.534,1.403,1.216,0.3,1.386,1.318,NA,NA,NA
"1954",19979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1955",19981,56.83,128.65,112.47,76.46,126.63,131.64,82.73,142.78,147.98,-0.033,1.391,1.552,1.073,1.018,1.46,0.743,0.957,1.512
"1956",19983,38.18,107.7,59.95,48.81,115.91,85.62,NA,NA,NA,-0.802,1.113,0.553,-0.438,0.868,0.727,NA,NA,NA
"1957",19994,54.22,158.75,120.19,NA,NA,NA,NA,NA,NA,-0.166,1.646,1.695,NA,NA,NA,NA,NA,NA
"1958",20005,74.99,168.42,145.31,NA,NA,NA,NA,NA,NA,0.727,1.803,2.209,NA,NA,NA,NA,NA,NA
"1959",20007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1960",20021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961",20032,42.23,105.56,106.17,70.45,147.13,133.26,NA,NA,NA,-0.624,1.041,1.45,0.711,1.208,1.581,NA,NA,NA
"1962",20034,20.67,57.17,44.46,NA,NA,NA,NA,NA,NA,-1.98,0.042,0.029,NA,NA,NA,NA,NA,NA
"1963",20050,59.59,99.63,106.61,74.35,128.01,131.35,89.36,161.99,140.71,0.053,0.963,1.454,0.903,1.005,1.447,1.081,1.152,1.375
"1964",20059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965",20084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966",20089,41.19,100.88,62.99,60.89,166.66,113.3,80.61,146.32,142.48,-0.749,0.945,0.621,0.211,1.463,1.134,0.645,0.991,1.407
"1967",20098,56.27,134.18,102.54,79.9,174.58,152.8,100.79,197.69,159.88,-0.088,1.432,1.38,1.263,1.601,1.94,1.887,1.729,1.79
"1968",20101,34.68,105.96,72.41,77.56,144.56,118.45,NA,NA,NA,-1.04,1.039,0.817,1.056,1.137,1.245,NA,NA,NA
"1969",20110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1970",20125,31.5,107.35,103.76,NA,NA,NA,NA,NA,NA,-1.141,1.109,1.401,NA,NA,NA,NA,NA,NA
"1971",20132,23.86,67.85,55.32,NA,NA,NA,NA,NA,NA,-1.655,0.361,0.407,NA,NA,NA,NA,NA,NA
"1972",20141,34.97,109.14,92.38,44.25,125.69,102.73,NA,NA,NA,-0.982,1.149,1.242,-0.62,0.996,0.994,NA,NA,NA
"1973",20153,40.49,126.15,89.75,NA,NA,NA,NA,NA,NA,-0.672,1.337,1.182,NA,NA,NA,NA,NA,NA
"1974",20160,34.33,102.67,53.83,NA,NA,NA,NA,NA,NA,-1.028,0.995,0.366,NA,NA,NA,NA,NA,NA
"1975",20174,49.39,143.84,98.87,66.98,164.29,139.53,NA,NA,NA,-0.324,1.446,1.298,0.562,1.408,1.694,NA,NA,NA
"1976",20175,20.53,72.04,51.79,41.06,123.85,60.07,NA,NA,NA,-2.005,0.435,0.299,-0.832,0.926,0.299,NA,NA,NA
"1977",20199,57.62,137.09,91.73,76.72,169.89,120.6,92.51,184.62,127.03,-0.011,1.392,1.212,1.017,1.544,1.306,1.264,1.447,1.142
"1978",20209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979",20221,46.36,103.59,91.12,NA,NA,NA,NA,NA,NA,-0.495,0.967,1.205,NA,NA,NA,NA,NA,NA
"1980",20222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981",20226,49.37,167.62,91.69,74.04,181.72,139.95,95.45,193.13,143.52,-0.346,1.811,1.219,0.938,1.726,1.627,1.455,1.61,1.426
"1982",20227,67.54,125.47,129.03,75.52,169.78,150.69,99.11,191.69,171.46,0.378,1.253,1.845,0.941,1.53,1.94,1.735,1.578,2.422
"1983",20231,72.45,157.96,121,83.46,181.13,150.68,102.3,201.95,171.19,0.592,1.73,1.705,1.511,1.72,1.93,2.044,1.882,2.387
"1984",20236,39.84,108.27,87.55,61.81,158.22,125.22,87.11,175.57,136.27,-0.811,1.116,1.108,0.238,1.348,1.309,0.96,1.315,1.296
"1985",20243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986",20248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1987",20258,46.86,113.59,90.31,58.41,143.06,129.18,NA,NA,NA,-0.444,1.193,1.189,0.095,1.142,1.447,NA,NA,NA
"1988",20262,26.5,106.68,76.52,70.41,162.54,122.94,NA,NA,NA,-1.462,1.092,0.946,0.662,1.416,1.315,NA,NA,NA
"1989",20273,39.02,125.4,103.09,62.5,145.68,132.94,62.05,119.07,128.9,-0.774,1.223,1.37,0.268,1.198,1.499,-0.116,0.734,1.172
"1990",20276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991",20284,53.5,150.72,110.16,63.78,167.06,119.1,61.42,181.85,147.75,-0.123,1.654,1.509,0.346,1.543,1.261,-0.14,1.404,1.508
"1992",20295,69.38,165.4,109.61,80.66,183.92,134.14,97.47,201.41,156.98,0.48,1.851,1.523,1.355,1.778,1.527,1.602,1.86,1.712
"1993",20327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994",20335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995",20339,NA,NA,NA,NA,NA,NA,96.98,193.9,145.73,NA,NA,NA,NA,NA,NA,1.566,1.628,1.468
"1996",20342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997",20346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998",20347,74.76,181.33,126.32,91.01,191.91,142.63,102.87,192.74,144.06,0.677,2.048,1.787,1.995,1.952,1.801,2.108,1.601,1.436
"1999",20348,62.56,103.99,108.86,64.71,153.3,135.16,84.33,163.83,145.1,0.181,0.982,1.495,0.402,1.31,1.538,0.82,1.172,1.456
"2000",20352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001",20387,49.48,106.77,105.43,77.07,141.97,126.02,96.03,173.4,148.69,-0.332,1.08,1.435,1.06,1.131,1.326,1.496,1.287,1.527
"2002",20389,39.65,92.56,75.68,NA,NA,NA,NA,NA,NA,-0.744,0.873,0.935,NA,NA,NA,NA,NA,NA
"2003",20390,56.89,128.61,92.78,79.93,170.36,118.03,96.06,186.06,139.37,-0.037,1.399,1.234,1.262,1.542,1.184,1.498,1.471,1.35
"2004",20400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005",20407,82.72,127.34,118.63,NA,NA,NA,NA,NA,NA,1.001,1.362,1.688,NA,NA,NA,NA,NA,NA
"2006",20409,31.09,84.52,89.69,66.01,108.42,126.79,52.85,105.17,115.16,-1.158,0.734,1.181,0.482,0.814,1.343,-0.47,0.596,0.959
"2007",20416,56.52,149.17,129.2,60.84,181.33,148.66,102.37,200.69,163.16,-0.048,1.621,1.861,0.168,1.771,1.872,2.051,1.831,1.894
"2008",20417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009",20426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010",20431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011",20432,47.73,106.63,92.49,NA,NA,NA,NA,NA,NA,-0.415,1.081,1.223,NA,NA,NA,NA,NA,NA
"2012",20433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013",20456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014",20457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015",20471,48.91,125.84,106.06,68.49,163.77,135.77,NA,NA,NA,-0.341,1.274,1.455,0.594,1.433,1.657,NA,NA,NA
"2016",20489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017",20500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018",20512,57,146.74,120.53,61.2,164.86,142.97,90.26,160.41,149.49,-0.054,1.557,1.681,0.275,1.415,1.742,1.131,1.134,1.543
"2019",20514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020",20522,36.72,123.28,100.39,NA,NA,NA,NA,NA,NA,-0.863,1.205,1.325,NA,NA,NA,NA,NA,NA
"2021",20527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022",20543,55.74,148,121.41,66.44,172.22,153.7,92.06,196.73,159.34,-0.112,1.607,1.705,0.54,1.594,1.973,1.237,1.701,1.775
"2023",20545,52.45,146.25,138.72,64.33,166.06,145.77,90.93,168.99,161.7,-0.207,1.527,2.02,0.345,1.486,1.811,1.169,1.232,1.845
"2024",20567,54.66,121.41,118.44,NA,NA,NA,NA,NA,NA,-0.133,1.206,1.697,NA,NA,NA,NA,NA,NA
"2025",20611,77.49,148.28,132.59,81.45,155.12,153.94,98.01,196.48,168.43,0.781,1.597,1.896,1.377,1.372,1.974,1.645,1.694,2.141
"2026",20624,36.5,125.27,97.92,46.47,165.06,121.43,57.62,172.97,148.89,-0.892,1.22,1.29,-0.53,1.425,1.334,-0.286,1.282,1.531
"2027",20642,56.05,87.54,58.51,54.37,106.35,97.89,62.35,128.26,100.73,-0.059,0.76,0.508,-0.086,0.791,0.913,-0.105,0.821,0.755
"2028",20647,51.36,128.02,80.89,52.2,127.07,99.69,87.62,166.14,136.32,-0.266,1.393,1.012,-0.249,1,0.948,0.987,1.199,1.297
"2029",20658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
